,id,level_durability,red,orange,yellow,green,blue,white,purple
96,97,sharpness +1,120,120,40,50,70,0,0
96,97,sharpness +2,120,120,40,50,70,0,0
96,97,sharpness +3,120,120,40,50,70,0,0
96,97,sharpness +4,120,120,40,50,70,0,0
96,97,sharpness +5,120,120,40,50,70,0,0
97,98,base,110,120,40,50,80,0,0
97,98,sharpness +1,110,120,40,50,80,0,0
97,98,sharpness +2,110,120,40,50,80,0,0
97,98,sharpness +3,110,120,40,50,80,0,0
97,98,sharpness +4,110,120,40,50,80,0,0
97,98,sharpness +5,110,120,40,50,80,0,0
98,99,base,70,50,80,50,0,0,0
98,99,sharpness +1,70,50,80,60,0,0,0
98,99,sharpness +2,70,50,80,70,0,0,0
98,99,sharpness +3,70,50,80,80,0,0,0
98,99,sharpness +4,70,50,80,90,0,0,0
98,99,sharpness +5,70,50,80,100,0,0,0
99,100,base,60,50,80,60,0,0,0
99,100,sharpness +1,60,50,80,70,0,0,0
99,100,sharpness +2,60,50,80,80,0,0,0
99,100,sharpness +3,60,50,80,90,0,0,0
99,100,sharpness +4,60,50,80,100,0,0,0
99,100,sharpness +5,60,50,80,110,0,0,0
100,101,base,100,50,50,80,20,0,0
100,101,sharpness +1,100,50,50,80,30,0,0
100,101,sharpness +2,100,50,50,80,40,0,0
100,101,sharpness +3,100,50,50,80,50,0,0
100,101,sharpness +4,100,50,50,80,60,0,0
100,101,sharpness +5,100,50,50,80,70,0,0
101,102,base,90,50,50,80,30,0,0
101,102,sharpness +1,90,50,50,80,40,0,0
101,102,sharpness +2,90,50,50,80,50,0,0
101,102,sharpness +3,90,50,50,80,60,0,0
101,102,sharpness +4,90,50,50,80,70,0,0
101,102,sharpness +5,90,50,50,80,80,0,0
102,103,base,80,50,60,120,40,0,0
102,103,sharpness +1,80,50,60,120,50,0,0
102,103,sharpness +2,80,50,60,120,50,10,0
102,103,sharpness +3,80,50,60,120,50,20,0
102,103,sharpness +4,80,50,60,120,50,30,0
102,103,sharpness +5,80,50,60,120,50,40,0
103,104,base,70,70,30,30,0,0,0
103,104,sharpness +1,70,70,30,40,0,0,0
103,104,sharpness +2,70,70,30,50,0,0,0
103,104,sharpness +3,70,70,30,60,0,0,0
103,104,sharpness +4,70,70,30,70,0,0,0
103,104,sharpness +5,70,70,30,80,0,0,0
104,105,base,80,50,80,40,0,0,0
104,105,sharpness +1,80,50,80,50,0,0,0
104,105,sharpness +2,80,50,80,60,0,0,0
104,105,sharpness +3,80,50,80,70,0,0,0
104,105,sharpness +4,80,50,80,80,0,0,0
104,105,sharpness +5,80,50,80,90,0,0,0
105,106,base,60,50,80,60,0,0,0
105,106,sharpness +1,60,50,80,70,0,0,0
105,106,sharpness +2,60,50,80,80,0,0,0
105,106,sharpness +3,60,50,80,90,0,0,0
105,106,sharpness +4,60,50,80,100,0,0,0
105,106,sharpness +5,60,50,80,110,0,0,0
106,107,base,110,50,50,80,10,0,0
106,107,sharpness +1,110,50,50,80,20,0,0
106,107,sharpness +2,110,50,50,80,30,0,0
106,107,sharpness +3,110,50,50,80,40,0,0
106,107,sharpness +4,110,50,50,80,50,0,0
106,107,sharpness +5,110,50,50,80,60,0,0
107,108,base,80,50,50,80,40,0,0
107,108,sharpness +1,80,50,50,80,50,0,0
107,108,sharpness +2,80,50,50,80,60,0,0
107,108,sharpness +3,80,50,50,80,70,0,0
107,108,sharpness +4,80,50,50,80,80,0,0
107,108,sharpness +5,80,50,50,80,90,0,0
108,109,base,80,60,80,80,50,0,0
108,109,sharpness +1,80,60,80,80,60,0,0
108,109,sharpness +2,80,60,80,80,70,0,0
108,109,sharpness +3,80,60,80,80,80,0,0
108,109,sharpness +4,80,60,80,80,80,10,0
108,109,sharpness +5,80,60,80,80,80,20,0
109,110,base,100,50,50,80,20,0,0
109,110,sharpness +1,100,50,50,80,30,0,0
109,110,sharpness +2,100,50,50,80,40,0,0
109,110,sharpness +3,100,50,50,80,50,0,0
109,110,sharpness +4,100,50,50,80,60,0,0
109,110,sharpness +5,100,50,50,80,70,0,0
110,111,base,90,50,50,80,80,0,0
110,111,sharpness +1,90,50,50,80,90,0,0
110,111,sharpness +2,90,50,50,80,100,0,0
110,111,sharpness +3,90,50,50,80,110,0,0
110,111,sharpness +4,90,50,50,80,120,0,0
110,111,sharpness +5,90,50,50,80,130,0,0
111,112,base,90,50,80,30,0,0,0
111,112,sharpness +1,90,50,80,40,0,0,0
111,112,sharpness +2,90,50,80,50,0,0,0
111,112,sharpness +3,90,50,80,60,0,0,0
111,112,sharpness +4,90,50,80,70,0,0,0
111,112,sharpness +5,90,50,80,80,0,0,0
112,113,base,110,50,50,80,10,0,0
112,113,sharpness +1,110,50,50,80,20,0,0
112,113,sharpness +2,110,50,50,80,30,0,0
112,113,sharpness +3,110,50,50,80,40,0,0
112,113,sharpness +4,110,50,50,80,50,0,0
112,113,sharpness +5,110,50,50,80,60,0,0
113,114,base,80,60,60,100,50,0,0
113,114,sharpness +1,80,60,60,100,60,0,0
113,114,sharpness +2,80,60,60,100,70,0,0
113,114,sharpness +3,80,60,60,100,70,10,0
113,114,sharpness +4,80,60,60,100,70,20,0
113,114,sharpness +5,80,60,60,100,70,30,0
114,115,base,80,50,80,40,0,0,0
114,115,sharpness +1,80,50,80,50,0,0,0
114,115,sharpness +2,80,50,80,60,0,0,0
114,115,sharpness +3,80,50,80,70,0,0,0
114,115,sharpness +4,80,50,80,80,0,0,0
114,115,sharpness +5,80,50,80,90,0,0,0
115,116,base,110,50,50,80,10,0,0
115,116,sharpness +1,110,50,50,80,20,0,0
115,116,sharpness +2,110,50,50,80,30,0,0
115,116,sharpness +3,110,50,50,80,40,0,0
115,116,sharpness +4,110,50,50,80,50,0,0
115,116,sharpness +5,110,50,50,80,60,0,0
116,117,base,100,60,80,80,30,0,0
116,117,sharpness +1,100,60,80,80,40,0,0
116,117,sharpness +2,100,60,80,80,50,0,0
116,117,sharpness +3,100,60,80,80,60,0,0
116,117,sharpness +4,100,60,80,80,60,10,0
116,117,sharpness +5,100,60,80,80,60,20,0
117,118,base,70,50,60,120,50,0,0
117,118,sharpness +1,70,50,60,120,60,0,0
117,118,sharpness +2,70,50,60,120,60,10,0
117,118,sharpness +3,70,50,60,120,60,20,0
117,118,sharpness +4,70,50,60,120,60,30,0
117,118,sharpness +5,70,50,60,120,60,40,0
118,119,base,100,60,40,0,0,0,0
118,119,sharpness +1,100,60,50,0,0,0,0
118,119,sharpness +2,100,60,60,0,0,0,0
118,119,sharpness +3,100,60,70,0,0,0,0
118,119,sharpness +4,100,60,80,0,0,0,0
118,119,sharpness +5,100,60,80,10,0,0,0
119,120,base,90,50,60,0,0,0,0
119,120,sharpness +1,90,50,70,0,0,0,0
119,120,sharpness +2,90,50,80,0,0,0,0
119,120,sharpness +3,90,50,80,10,0,0,0
119,120,sharpness +4,90,50,80,20,0,0,0
119,120,sharpness +5,90,50,80,30,0,0,0
120,121,base,70,60,60,10,0,0,0
120,121,sharpness +1,70,60,60,20,0,0,0
120,121,sharpness +2,70,60,60,30,0,0,0
120,121,sharpness +3,70,60,60,40,0,0,0
120,121,sharpness +4,70,60,60,50,0,0,0
120,121,sharpness +5,70,60,60,60,0,0,0
121,122,base,130,70,30,20,0,0,0
121,122,sharpness +1,130,70,30,30,0,0,0
121,122,sharpness +2,130,70,30,40,0,0,0
121,122,sharpness +3,130,70,30,50,0,0,0
121,122,sharpness +4,130,70,30,60,0,0,0
121,122,sharpness +5,130,70,30,70,0,0,0
122,123,base,110,70,30,40,0,0,0
122,123,sharpness +1,110,70,30,50,0,0,0
122,123,sharpness +2,110,70,30,60,0,0,0
122,123,sharpness +3,110,70,30,70,0,0,0
122,123,sharpness +4,110,70,30,80,0,0,0
122,123,sharpness +5,110,70,30,90,0,0,0
123,124,base,140,70,30,60,0,0,0
123,124,sharpness +1,140,70,30,70,0,0,0
123,124,sharpness +2,140,70,30,80,0,0,0
123,124,sharpness +3,140,70,30,90,0,0,0
123,124,sharpness +4,140,70,30,100,0,0,0
123,124,sharpness +5,140,70,30,100,10,0,0
124,125,base,100,100,40,40,20,0,0
124,125,sharpness +1,100,100,40,40,30,0,0
124,125,sharpness +2,100,100,40,40,40,0,0
124,125,sharpness +3,100,100,40,40,50,0,0
124,125,sharpness +4,100,100,40,40,60,0,0
124,125,sharpness +5,100,100,40,40,70,0,0
125,126,base,100,120,40,50,40,0,0
125,126,sharpness +1,100,120,40,50,50,0,0
125,126,sharpness +2,100,120,40,50,60,0,0
125,126,sharpness +3,100,120,40,50,70,0,0
125,126,sharpness +4,100,120,40,50,80,0,0
125,126,sharpness +5,100,120,40,50,90,0,0
126,127,base,100,100,40,40,20,0,0
126,127,sharpness +1,100,100,40,40,30,0,0
126,127,sharpness +2,100,100,40,40,40,0,0
126,127,sharpness +3,100,100,40,40,50,0,0
126,127,sharpness +4,100,100,40,40,60,0,0
126,127,sharpness +5,100,100,40,40,70,0,0
127,128,base,60,120,80,60,30,0,0
127,128,sharpness +1,60,120,80,60,30,10,0
127,128,sharpness +2,60,120,80,60,30,20,0
127,128,sharpness +3,60,120,80,60,30,30,0
127,128,sharpness +4,60,120,80,60,30,40,0
127,128,sharpness +5,60,120,80,60,30,50,0
128,129,base,130,70,30,20,0,0,0
128,129,sharpness +1,130,70,30,30,0,0,0
128,129,sharpness +2,130,70,30,40,0,0,0
128,129,sharpness +3,130,70,30,50,0,0,0
128,129,sharpness +4,130,70,30,60,0,0,0
128,129,sharpness +5,130,70,30,70,0,0,0
129,130,base,120,70,30,30,0,0,0
129,130,sharpness +1,120,70,30,40,0,0,0
129,130,sharpness +2,120,70,30,50,0,0,0
129,130,sharpness +3,120,70,30,60,0,0,0
129,130,sharpness +4,120,70,30,70,0,0,0
129,130,sharpness +5,120,70,30,80,0,0,0
130,131,base,140,70,30,60,0,0,0
130,131,sharpness +1,140,70,30,70,0,0,0
130,131,sharpness +2,140,70,30,80,0,0,0
130,131,sharpness +3,140,70,30,90,0,0,0
130,131,sharpness +4,140,70,30,100,0,0,0
130,131,sharpness +5,140,70,30,100,10,0,0
131,132,base,100,100,40,40,20,0,0
131,132,sharpness +1,100,100,40,40,30,0,0
131,132,sharpness +2,100,100,40,40,40,0,0
131,132,sharpness +3,100,100,40,40,50,0,0
131,132,sharpness +4,100,100,40,40,60,0,0
131,132,sharpness +5,100,100,40,40,70,0,0
132,133,base,110,120,40,50,30,0,0
132,133,sharpness +1,110,120,40,50,40,0,0
132,133,sharpness +2,110,120,40,50,50,0,0
132,133,sharpness +3,110,120,40,50,60,0,0
132,133,sharpness +4,110,120,40,50,70,0,0
132,133,sharpness +5,110,120,40,50,80,0,0
133,134,base,80,70,30,20,0,0,0
133,134,sharpness +1,80,70,30,30,0,0,0
133,134,sharpness +2,80,70,30,40,0,0,0
133,134,sharpness +3,80,70,30,50,0,0,0
133,134,sharpness +4,80,70,30,60,0,0,0
133,134,sharpness +5,80,70,30,70,0,0,0
134,135,base,120,70,30,30,0,0,0
134,135,sharpness +1,120,70,30,40,0,0,0
134,135,sharpness +2,120,70,30,50,0,0,0
134,135,sharpness +3,120,70,30,60,0,0,0
134,135,sharpness +4,120,70,30,70,0,0,0
134,135,sharpness +5,120,70,30,80,0,0,0
135,136,base,110,70,30,40,0,0,0
135,136,sharpness +1,110,70,30,50,0,0,0
135,136,sharpness +2,110,70,30,60,0,0,0
135,136,sharpness +3,110,70,30,70,0,0,0
135,136,sharpness +4,110,70,30,80,0,0,0
135,136,sharpness +5,110,70,30,90,0,0,0
136,137,base,140,70,30,60,0,0,0
136,137,sharpness +1,140,70,30,70,0,0,0
136,137,sharpness +2,140,70,30,80,0,0,0
136,137,sharpness +3,140,70,30,90,0,0,0
136,137,sharpness +4,140,70,30,100,0,0,0
136,137,sharpness +5,140,70,30,100,10,0,0
137,138,base,110,100,40,40,10,0,0
137,138,sharpness +1,110,100,40,40,20,0,0
137,138,sharpness +2,110,100,40,40,30,0,0
137,138,sharpness +3,110,100,40,40,40,0,0
137,138,sharpness +4,110,100,40,40,50,0,0
137,138,sharpness +5,110,100,40,40,60,0,0
138,139,base,170,100,30,30,20,0,0
138,139,sharpness +1,170,100,30,30,30,0,0
138,139,sharpness +2,170,100,30,30,40,0,0
138,139,sharpness +3,170,100,30,30,40,10,0
138,139,sharpness +4,170,100,30,30,40,20,0
138,139,sharpness +5,170,100,30,30,40,30,0
139,140,base,160,100,30,30,30,0,0
139,140,sharpness +1,160,100,30,30,40,0,0
139,140,sharpness +2,160,100,30,30,50,0,0
139,140,sharpness +3,160,100,30,30,50,10,0
139,140,sharpness +4,160,100,30,30,50,20,0
139,140,sharpness +5,160,100,30,30,50,30,0
140,141,base,200,70,20,20,40,0,0
140,141,sharpness +1,200,70,20,20,50,0,0
140,141,sharpness +2,200,70,20,20,50,10,0
140,141,sharpness +3,200,70,20,20,50,20,0
140,141,sharpness +4,200,70,20,20,50,30,0
140,141,sharpness +5,200,70,20,20,50,40,0
141,142,base,60,70,30,40,0,0,0
141,142,sharpness +1,60,70,30,50,0,0,0
141,142,sharpness +2,60,70,30,60,0,0,0
141,142,sharpness +3,60,70,30,70,0,0,0
141,142,sharpness +4,60,70,30,80,0,0,0
141,142,sharpness +5,60,70,30,90,0,0,0
142,143,base,100,70,30,50,0,0,0
142,143,sharpness +1,100,70,30,60,0,0,0
142,143,sharpness +2,100,70,30,70,0,0,0
142,143,sharpness +3,100,70,30,80,0,0,0
142,143,sharpness +4,100,70,30,90,0,0,0
142,143,sharpness +5,100,70,30,100,0,0,0
143,144,base,90,70,30,60,0,0,0
143,144,sharpness +1,90,70,30,70,0,0,0
143,144,sharpness +2,90,70,30,80,0,0,0
143,144,sharpness +3,90,70,30,90,0,0,0
143,144,sharpness +4,90,70,30,100,0,0,0
143,144,sharpness +5,90,70,30,110,0,0,0
144,145,base,100,100,40,40,20,0,0
144,145,sharpness +1,100,100,40,40,30,0,0
144,145,sharpness +2,100,100,40,40,40,0,0
144,145,sharpness +3,100,100,40,40,50,0,0
144,145,sharpness +4,100,100,40,40,60,0,0
144,145,sharpness +5,100,100,40,40,70,0,0
145,146,base,90,100,40,40,30,0,0
145,146,sharpness +1,90,100,40,40,40,0,0
145,146,sharpness +2,90,100,40,40,50,0,0
145,146,sharpness +3,90,100,40,40,60,0,0
145,146,sharpness +4,90,100,40,40,70,0,0
145,146,sharpness +5,90,100,40,40,80,0,0
146,147,base,150,100,30,30,40,0,0
146,147,sharpness +1,150,100,30,30,50,0,0
146,147,sharpness +2,150,100,30,30,60,0,0
146,147,sharpness +3,150,100,30,30,60,10,0
146,147,sharpness +4,150,100,30,30,60,20,0
146,147,sharpness +5,150,100,30,30,60,30,0
147,148,base,90,70,30,60,0,0,0
147,148,sharpness +1,90,70,30,70,0,0,0
147,148,sharpness +2,90,70,30,80,0,0,0
147,148,sharpness +3,90,70,30,90,0,0,0
147,148,sharpness +4,90,70,30,100,0,0,0
147,148,sharpness +5,90,70,30,110,0,0,0
148,149,base,90,100,40,40,30,0,0
148,149,sharpness +1,90,100,40,40,40,0,0
148,149,sharpness +2,90,100,40,40,50,0,0
148,149,sharpness +3,90,100,40,40,60,0,0
148,149,sharpness +4,90,100,40,40,70,0,0
148,149,sharpness +5,90,100,40,40,80,0,0
149,150,base,80,100,40,40,40,0,0
149,150,sharpness +1,80,100,40,40,50,0,0
149,150,sharpness +2,80,100,40,40,60,0,0
149,150,sharpness +3,80,100,40,40,70,0,0
149,150,sharpness +4,80,100,40,40,80,0,0
149,150,sharpness +5,80,100,40,40,90,0,0
150,151,base,240,20,20,20,30,20,0
150,151,sharpness +1,240,20,20,20,30,30,0
150,151,sharpness +2,240,20,20,20,30,40,0
150,151,sharpness +3,240,20,20,20,30,50,0
150,151,sharpness +4,240,20,20,20,30,60,0
150,151,sharpness +5,240,20,20,20,30,70,0
151,152,base,80,70,30,70,0,0,0
151,152,sharpness +1,80,70,30,80,0,0,0
151,152,sharpness +2,80,70,30,90,0,0,0
151,152,sharpness +3,80,70,30,100,0,0,0
151,152,sharpness +4,80,70,30,110,0,0,0
151,152,sharpness +5,80,70,30,120,0,0,0
152,153,base,70,70,30,80,0,0,0
152,153,sharpness +1,70,70,30,90,0,0,0
152,153,sharpness +2,70,70,30,100,0,0,0
152,153,sharpness +3,70,70,30,110,0,0,0
152,153,sharpness +4,70,70,30,120,0,0,0
152,153,sharpness +5,70,70,30,130,0,0,0
153,154,base,100,100,40,40,20,0,0
153,154,sharpness +1,100,100,40,40,30,0,0
153,154,sharpness +2,100,100,40,40,40,0,0
153,154,sharpness +3,100,100,40,40,50,0,0
153,154,sharpness +4,100,100,40,40,60,0,0
153,154,sharpness +5,100,100,40,40,70,0,0
154,155,base,80,100,40,40,40,0,0
154,155,sharpness +1,80,100,40,40,50,0,0
154,155,sharpness +2,80,100,40,40,60,0,0
154,155,sharpness +3,80,100,40,40,70,0,0
154,155,sharpness +4,80,100,40,40,80,0,0
154,155,sharpness +5,80,100,40,40,90,0,0
155,156,base,110,30,60,80,40,30,0
155,156,sharpness +1,110,30,60,80,40,40,0
155,156,sharpness +2,110,30,60,80,40,50,0
155,156,sharpness +3,110,30,60,80,40,60,0
155,156,sharpness +4,110,30,60,80,40,70,0
155,156,sharpness +5,110,30,60,80,40,80,0
156,157,base,110,70,30,40,0,0,0
156,157,sharpness +1,110,70,30,50,0,0,0
156,157,sharpness +2,110,70,30,60,0,0,0
156,157,sharpness +3,110,70,30,70,0,0,0
156,157,sharpness +4,110,70,30,80,0,0,0
156,157,sharpness +5,110,70,30,90,0,0,0
157,158,base,100,70,30,50,0,0,0
157,158,sharpness +1,100,70,30,60,0,0,0
157,158,sharpness +2,100,70,30,70,0,0,0
157,158,sharpness +3,100,70,30,80,0,0,0
157,158,sharpness +4,100,70,30,90,0,0,0
157,158,sharpness +5,100,70,30,100,0,0,0
158,159,base,150,100,30,30,40,0,0
158,159,sharpness +1,150,100,30,30,50,0,0
158,159,sharpness +2,150,100,30,30,60,0,0
158,159,sharpness +3,150,100,30,30,60,10,0
158,159,sharpness +4,150,100,30,30,60,20,0
158,159,sharpness +5,150,100,30,30,60,30,0
159,160,base,110,50,80,60,0,0,0
159,160,sharpness +1,110,50,80,70,0,0,0
159,160,sharpness +2,110,50,80,80,0,0,0
159,160,sharpness +3,110,50,80,90,0,0,0
159,160,sharpness +4,110,50,80,100,0,0,0
159,160,sharpness +5,110,50,80,100,10,0,0
160,161,base,210,30,40,70,0,0,0
160,161,sharpness +1,210,30,40,80,0,0,0
160,161,sharpness +2,210,30,40,90,0,0,0
160,161,sharpness +3,210,30,40,90,10,0,0
160,161,sharpness +4,210,30,40,90,20,0,0
160,161,sharpness +5,210,30,40,90,30,0,0
161,162,base,150,110,40,0,0,0,0
161,162,sharpness +1,150,110,40,10,0,0,0
161,162,sharpness +2,150,110,40,20,0,0,0
161,162,sharpness +3,150,110,40,30,0,0,0
161,162,sharpness +4,150,110,40,40,0,0,0
161,162,sharpness +5,150,110,40,40,10,0,0
162,163,base,140,110,40,10,0,0,0
162,163,sharpness +1,140,110,40,20,0,0,0
162,163,sharpness +2,140,110,40,30,0,0,0
162,163,sharpness +3,140,110,40,40,0,0,0
162,163,sharpness +4,140,110,40,40,10,0,0
162,163,sharpness +5,140,110,40,40,20,0,0
163,164,base,100,60,80,80,30,0,0
163,164,sharpness +1,100,60,80,80,40,0,0
163,164,sharpness +2,100,60,80,80,50,0,0
163,164,sharpness +3,100,60,80,80,60,0,0
163,164,sharpness +4,100,60,80,80,60,10,0
163,164,sharpness +5,100,60,80,80,60,20,0
164,165,base,70,50,60,120,50,0,0
164,165,sharpness +1,70,50,60,120,60,0,0
164,165,sharpness +2,70,50,60,120,60,10,0
164,165,sharpness +3,70,50,60,120,60,20,0
164,165,sharpness +4,70,50,60,120,60,30,0
164,165,sharpness +5,70,50,60,120,60,40,0
165,166,base,130,30,60,80,40,10,0
165,166,sharpness +1,130,30,60,80,40,20,0
165,166,sharpness +2,130,30,60,80,40,30,0
165,166,sharpness +3,130,30,60,80,40,40,0
165,166,sharpness +4,130,30,60,80,40,50,0
165,166,sharpness +5,130,30,60,80,40,60,0
166,167,base,100,50,50,80,20,0,0
166,167,sharpness +1,100,50,50,80,30,0,0
166,167,sharpness +2,100,50,50,80,40,0,0
166,167,sharpness +3,100,50,50,80,50,0,0
166,167,sharpness +4,100,50,50,80,60,0,0
166,167,sharpness +5,100,50,50,80,70,0,0
167,168,base,100,60,60,100,30,0,0
167,168,sharpness +1,100,60,60,100,40,0,0
167,168,sharpness +2,100,60,60,100,50,0,0
167,168,sharpness +3,100,60,60,100,50,10,0
167,168,sharpness +4,100,60,60,100,50,20,0
167,168,sharpness +5,100,60,60,100,50,30,0
168,169,base,60,120,80,60,30,0,0
168,169,sharpness +1,60,120,80,60,30,10,0
168,169,sharpness +2,60,120,80,60,30,20,0
168,169,sharpness +3,60,120,80,60,30,30,0
168,169,sharpness +4,60,120,80,60,30,40,0
168,169,sharpness +5,60,120,80,60,30,50,0
169,170,base,90,50,60,0,0,0,0
169,170,sharpness +1,90,50,70,0,0,0,0
169,170,sharpness +2,90,50,80,0,0,0,0
169,170,sharpness +3,90,50,80,10,0,0,0
169,170,sharpness +4,90,50,80,20,0,0,0
169,170,sharpness +5,90,50,80,30,0,0,0
170,171,base,70,70,30,30,0,0,0
170,171,sharpness +1,70,70,30,40,0,0,0
170,171,sharpness +2,70,70,30,50,0,0,0
170,171,sharpness +3,70,70,30,60,0,0,0
170,171,sharpness +4,70,70,30,70,0,0,0
170,171,sharpness +5,70,70,30,80,0,0,0
171,172,base,50,70,30,50,0,0,0
171,172,sharpness +1,50,70,30,60,0,0,0
171,172,sharpness +2,50,70,30,70,0,0,0
171,172,sharpness +3,50,70,30,80,0,0,0
171,172,sharpness +4,50,70,30,90,0,0,0
171,172,sharpness +5,50,70,30,100,0,0,0
172,173,base,70,50,80,50,0,0,0
172,173,sharpness +1,70,50,80,60,0,0,0
172,173,sharpness +2,70,50,80,70,0,0,0
172,173,sharpness +3,70,50,80,80,0,0,0
172,173,sharpness +4,70,50,80,90,0,0,0
172,173,sharpness +5,70,50,80,100,0,0,0
173,174,base,50,50,80,70,0,0,0
173,174,sharpness +1,50,50,80,80,0,0,0
173,174,sharpness +2,50,50,80,90,0,0,0
173,174,sharpness +3,50,50,80,100,0,0,0
173,174,sharpness +4,50,50,80,110,0,0,0
173,174,sharpness +5,50,50,80,120,0,0,0
174,175,base,100,50,50,80,20,0,0
174,175,sharpness +1,100,50,50,80,30,0,0
174,175,sharpness +2,100,50,50,80,40,0,0
174,175,sharpness +3,100,50,50,80,50,0,0
174,175,sharpness +4,100,50,50,80,60,0,0
174,175,sharpness +5,100,50,50,80,70,0,0
175,176,base,80,50,50,80,40,0,0
175,176,sharpness +1,80,50,50,80,50,0,0
175,176,sharpness +2,80,50,50,80,60,0,0
175,176,sharpness +3,80,50,50,80,70,0,0
175,176,sharpness +4,80,50,50,80,80,0,0
175,176,sharpness +5,80,50,50,80,90,0,0
176,177,base,50,60,20,150,70,0,0
176,177,sharpness +1,50,60,20,150,80,0,0
176,177,sharpness +2,50,60,20,150,90,0,0
176,177,sharpness +3,50,60,20,150,90,10,0
176,177,sharpness +4,50,60,20,150,90,20,0
176,177,sharpness +5,50,60,20,150,90,30,0
177,178,base,110,120,40,50,80,0,0
177,178,sharpness +1,110,120,40,50,80,0,0
177,178,sharpness +2,110,120,40,50,80,0,0
177,178,sharpness +3,110,120,40,50,80,0,0
177,178,sharpness +4,110,120,40,50,80,0,0
177,178,sharpness +5,110,120,40,50,80,0,0
178,179,base,90,120,40,50,100,0,0
178,179,sharpness +1,90,120,40,50,100,0,0
178,179,sharpness +2,90,120,40,50,100,0,0
178,179,sharpness +3,90,120,40,50,100,0,0
178,179,sharpness +4,90,120,40,50,100,0,0
178,179,sharpness +5,90,120,40,50,100,0,0
179,180,base,60,50,80,60,0,0,0
179,180,sharpness +1,60,50,80,70,0,0,0
179,180,sharpness +2,60,50,80,80,0,0,0
179,180,sharpness +3,60,50,80,90,0,0,0
179,180,sharpness +4,60,50,80,100,0,0,0
179,180,sharpness +5,60,50,80,110,0,0,0
180,181,base,100,50,80,70,0,0,0
180,181,sharpness +1,100,50,80,80,0,0,0
180,181,sharpness +2,100,50,80,90,0,0,0
180,181,sharpness +3,100,50,80,100,0,0,0
180,181,sharpness +4,100,50,80,100,10,0,0
180,181,sharpness +5,100,50,80,100,20,0,0
181,182,base,90,50,50,80,30,0,0
181,182,sharpness +1,90,50,50,80,40,0,0
181,182,sharpness +2,90,50,50,80,50,0,0
181,182,sharpness +3,90,50,50,80,60,0,0
181,182,sharpness +4,90,50,50,80,70,0,0
181,182,sharpness +5,90,50,50,80,80,0,0
182,183,base,90,60,60,100,40,0,0
182,183,sharpness +1,90,60,60,100,50,0,0
182,183,sharpness +2,90,60,60,100,60,0,0
182,183,sharpness +3,90,60,60,100,60,10,0
182,183,sharpness +4,90,60,60,100,60,20,0
182,183,sharpness +5,90,60,60,100,60,30,0
183,184,base,40,50,80,80,0,0,0
183,184,sharpness +1,40,50,80,90,0,0,0
183,184,sharpness +2,40,50,80,100,0,0,0
183,184,sharpness +3,40,50,80,110,0,0,0
183,184,sharpness +4,40,50,80,120,0,0,0
183,184,sharpness +5,40,50,80,130,0,0,0
184,185,base,80,50,50,80,40,0,0
184,185,sharpness +1,80,50,50,80,50,0,0
184,185,sharpness +2,80,50,50,80,60,0,0
184,185,sharpness +3,80,50,50,80,70,0,0
184,185,sharpness +4,80,50,50,80,80,0,0
184,185,sharpness +5,80,50,50,80,90,0,0
185,186,base,90,120,40,50,50,0,0
185,186,sharpness +1,90,120,40,50,60,0,0
185,186,sharpness +2,90,120,40,50,70,0,0
185,186,sharpness +3,90,120,40,50,80,0,0
185,186,sharpness +4,90,120,40,50,90,0,0
185,186,sharpness +5,90,120,40,50,100,0,0
186,187,base,70,70,30,30,0,0,0
186,187,sharpness +1,70,70,30,40,0,0,0
186,187,sharpness +2,70,70,30,50,0,0,0
186,187,sharpness +3,70,70,30,60,0,0,0
186,187,sharpness +4,70,70,30,70,0,0,0
186,187,sharpness +5,70,70,30,80,0,0,0
187,188,base,80,50,80,40,0,0,0
187,188,sharpness +1,80,50,80,50,0,0,0
187,188,sharpness +2,80,50,80,60,0,0,0
187,188,sharpness +3,80,50,80,70,0,0,0
187,188,sharpness +4,80,50,80,80,0,0,0
187,188,sharpness +5,80,50,80,90,0,0,0
188,189,base,70,50,80,50,0,0,0
188,189,sharpness +1,70,50,80,60,0,0,0
188,189,sharpness +2,70,50,80,70,0,0,0
188,189,sharpness +3,70,50,80,80,0,0,0
188,189,sharpness +4,70,50,80,90,0,0,0
188,189,sharpness +5,70,50,80,100,0,0,0
189,190,base,100,50,80,70,0,0,0
189,190,sharpness +1,100,50,80,80,0,0,0
189,190,sharpness +2,100,50,80,90,0,0,0
189,190,sharpness +3,100,50,80,100,0,0,0
189,190,sharpness +4,100,50,80,100,10,0,0
189,190,sharpness +5,100,50,80,100,20,0,0
190,191,base,100,50,50,80,20,0,0
190,191,sharpness +1,100,50,50,80,30,0,0
190,191,sharpness +2,100,50,50,80,40,0,0
190,191,sharpness +3,100,50,50,80,50,0,0
190,191,sharpness +4,100,50,50,80,60,0,0
190,191,sharpness +5,100,50,50,80,70,0,0
191,192,base,100,60,60,100,30,0,0
191,192,sharpness +1,100,60,60,100,40,0,0
191,192,sharpness +2,100,60,60,100,50,0,0
191,192,sharpness +3,100,60,60,100,50,10,0
191,192,sharpness +4,100,60,60,100,50,20,0
191,192,sharpness +5,100,60,60,100,50,30,0
192,193,base,60,50,80,60,0,0,0
192,193,sharpness +1,60,50,80,70,0,0,0
192,193,sharpness +2,60,50,80,80,0,0,0
