id,name,image,description,type,effect,obtainedFrom
17f6974ef59l0i20ny9hi38756cga,Bloodrose,https://eldenring.fanapis.com/images/items/17f6974ef59l0i20ny9hi38756cga.png,Blood-slick roses that bloom in festering blood. Material used for crafting items.,-,Material used for crafting items,
17f69c43df5l0i20nyvcaklpb90h3r,Blood-tainted Excrement,https://eldenring.fanapis.com/images/items/17f69c43df5l0i20nyvcaklpb90h3r.png,The bloody excrement of a carnivorous beast. Material used for crafting items. Found in the land of the new dynasty. Mixed inside with half-digested flesh are dense colonies of tiny eggs of unknown but assuredly revolting origin.,-,Material used for crafting items,
17f69aa948fl0i20o647g0tdm01l7r,Budding Cave Moss,https://eldenring.fanapis.com/images/items/17f69aa948fl0i20o647g0tdm01l7r.png,"Faintly luminescent moss that grows in dark caves, speckled with tiny, yellow flowers. Material used for crafting items.",-,Material used for crafting items,
17f69956f50l0i20oaky1f6im9a4n,Cave Moss,https://eldenring.fanapis.com/images/items/17f69956f50l0i20oaky1f6im9a4n.png,Faintly luminescent moss that grows in dark caves. Material used in crafting items. A fundamental ingredient for medicinal boluses.,Misc,Material used for crafting items,Gives off pale light in dark caverns.
17f69643277l0i20ompxk7v2m0l8x,Cracked Crystal,https://eldenring.fanapis.com/images/items/17f69643277l0i20ompxk7v2m0l8x.png,"A cracked, impure, degraded, and altogether unremarkable crystal. Material used for crafting items",-,Material used for crafting items,
17f69c3b54dl0i20onb616e9092ux7,Crystal Cave Moss,https://eldenring.fanapis.com/images/items/17f69c3b54dl0i20onb616e9092ux7.png,"Faintly luminescent moss that grows in dark caves, laced with fine crystals. Material used for crafting items.",-,Material used for crafting items,
17f69b6d614l0i20ooikuhjfwair8c,Budding Horn,https://eldenring.fanapis.com/images/items/17f69b6d614l0i20ooikuhjfwair8c.png,"A rarely-seen specimen of a young, budding horn. Material used for crafting items. Found by hunting herbivorous beasts.",-,Material used for crafting items,
17f6987b884l0i20ots2fyt472bwzt,Crab Eggs,https://eldenring.fanapis.com/images/items/17f6987b884l0i20ots2fyt472bwzt.png,Eggs of lare crabs which dwell in the shallows. Materials used for crafting items.,-,Material used for crafting items,
17f69cd64fel0i20oy5m6swcehuold,Cracked Pot,https://eldenring.fanapis.com/images/items/17f69cd64fel0i20oy5m6swcehuold.png,This empty pot somehow mends itself when broken.,Misc,Container required for crafting cracked pot items,
17f69654396l0i20p99cx76f8d5wud,Ritual Pot,https://eldenring.fanapis.com/images/items/17f69654396l0i20p99cx76f8d5wud.png,This empty pot somehow mends itself when broken. Special item with greater durability than a cracked pot.,Key Item,Container required for crafting ritual pot items,
17f697d0bfbl0i20pachd1fy9xdd4g,Crystal Bud,https://eldenring.fanapis.com/images/items/17f697d0bfbl0i20pachd1fy9xdd4g.png,"A young plant, crystalized before it could mature. Material used for crafting items.",-,Material used for crafting items,
17f696dfdbal0i20pae9ft0yshlqc,Dewkissed Herba,https://eldenring.fanapis.com/images/items/17f696dfdbal0i20pae9ft0yshlqc.png,A herb that grows in the false night in and around the Eternal City. Material used for crafting items.,-,Material used for crafting items,
17f69b4015al0i20pk8rh0a8hmnisb,Eye Of Yelough,https://eldenring.fanapis.com/images/items/17f69b4015al0i20pk8rh0a8hmnisb.png,A shrub fruit bursting with ripened pulp. Material used for crafting items.,-,Material used for crafting items,
17f69d31beal0i20pm932mnql2ncvl,Erdleaf Flower,https://eldenring.fanapis.com/images/items/17f69d31beal0i20pm932mnql2ncvl.png,A dusky-yellow flower that has started to fade and wilt. Material used for crafting items.,Misc,Material used for crafting items,Found throughout the Lands Between.
17f69501453l0i20pwobhzqqzb91l,Faded Erdleaf Flower,https://eldenring.fanapis.com/images/items/17f69501453l0i20pwobhzqqzb91l.png,"An Erdleaf flower that has faded into a plate scarlet, found blooming in rotten lands. Material used for crafting items.",-,Material used for crafting items,
17f696b18f7l0i20py1bglxxi3i3nj,Fire Blossom,https://eldenring.fanapis.com/images/items/17f696b18f7l0i20py1bglxxi3i3nj.png,A half-ashen and smoldering flower that blooms on the mountaintops of the Giants. Material used for crafting items.,-,Material used for crafting items,
17f698c0fdel0i20q1a623yipgjzvv,Flight Pinion,https://eldenring.fanapis.com/images/items/17f698c0fdel0i20q1a623yipgjzvv.png,Flight feather of a bird of prey. Material used for crafting items. Commonly used for arrow fletchings.,Misc,Material used for crafting items,Found by hunting birds.
17f69691e55l0i20q7wtw4sogfyqw,Formic Rock,https://eldenring.fanapis.com/images/items/17f69691e55l0i20q7wtw4sogfyqw.png,Rock formed from solidified giant ant venom. Highly acidic. Material used for crafting items.,-,Material used for crafting items,
17f69a0ffaal0i20q99jl7kkmdd88,Four-toed Fowl Foot,https://eldenring.fanapis.com/images/items/17f69a0ffaal0i20q99jl7kkmdd88.png,"Foot of a four-toed fowl. Material used for crafting items. In the Lands Between, having three digits is seen as a bad omen. As such, the rarer four-toed fowl's is a gift of great luck indeed.",Misc,Material used for crafting items,Found by hunting birds.
17f69637dc5l0i20qjwolw4upywy5c,Fulgurbloom,https://eldenring.fanapis.com/images/items/17f69637dc5l0i20qjwolw4upywy5c.png,Yellow flower that grows in lightning-struck lands. Material used for crafting items. Imbued with traces of lightning's essence.,Misc,Material used for crafting items,Blooms in lightning-stuck ground.
17f69e6def8l0i20qnpvz7bfbof5wa,Glintstone Firefly,https://eldenring.fanapis.com/images/items/17f69e6def8l0i20qnpvz7bfbof5wa.png,"A firefly whose glowing tail has hardened into glintstone, widely found in Liurnia Lake. Material used for crafting items.",-,Material used for crafting items,
17f697063a4l0i20qr8q6jyc7jaqe,Glintstone Scrap,https://eldenring.fanapis.com/images/items/17f697063a4l0i20qr8q6jyc7jaqe.png,"Piece of glintstone tinged with unstable magic. Found in crystal tunnels. Break gem, using FP to produce a magic bolt. Poor quality and thereby easily broken, a sorcerer wouldn't give it a second look.",-,"Break gem, using FP to produce a magic bolt.",
17f6990bdf6l0i20qullo8dvtakzql,Gold Firefly,https://eldenring.fanapis.com/images/items/17f6990bdf6l0i20qullo8dvtakzql.png,Firefly that gives off a golden light. Material used in crafting items. Found near bodies of water close to Minor Erdtrees. The light of fireflies is believed to have an alluring magic. Golden light is considered to invite runes.,-,Material used for crafting items,
17f696590dfl0i20qw5kp27t1vuxkl,Gold-tinged Excrement,https://eldenring.fanapis.com/images/items/17f696590dfl0i20qw5kp27t1vuxkl.png,"Someone's excrement. It has a golden tinge. Material used for crafting items. Often hidden in woods and thickets. Gold-tinged excrement is a highly stable substance; it doesn't dry out, nor does it lose its customary warmth or scent. For better or for worse, it remains as it is.",Misc,Material used for crafting items,Often hidden in woods and thickets.
17f69615481l0i20r6ruawgwn5lot,Golden Centipede,https://eldenring.fanapis.com/images/items/17f69615481l0i20r6ruawgwn5lot.png,"The golden, desiccated remains of a centipede.",-,Material used for crafting items,
17f6979f70el0i20ra2nrx5nltfkpl,Golden Dung,,"Someone's excrement. It has a golden tinge. Material used for crafting items. Gold-tinged excrement is a highly stable substance; it doesn't dry out, nor does it lose its customary warmth or scent. For better or for worse, it remains as it is.",-,Material used for crafting items,
17f6994ecael0i20rfo807kblgeik6,Golden Rowa,https://eldenring.fanapis.com/images/items/17f6994ecael0i20rfo807kblgeik6.png,A Rowa fruit tinted with gold. Material used for crafting items.,-,Material used for craftign items,
17f69684565l0i20rio3gogqk529,Golden Sunflower,https://eldenring.fanapis.com/images/items/17f69684565l0i20rio3gogqk529.png,A golden sunflower that grows facing the Erdtree. Material used for crafting items. Found near Minor Erdtrees.,-,Material used for crafting items,
17f69b4ad06l0i20rkg7ujgzd52c6m,Grave Violet,https://eldenring.fanapis.com/images/items/17f69b4ad06l0i20rkg7ujgzd52c6m.png,A purple flower than blooms in graveyards. Material used for crafting items.,Misc,Material used for crafting items,At Liurnia of The Lakes' graves.
17f69db831dl0i20ruam154s50qorb,Gravel Stone,https://eldenring.fanapis.com/images/items/17f69db831dl0i20ruam154s50qorb.png,"A small clump of sharp, pointed stones. Material used for crafting items.",-,Material used for crafting items,
17f69a2fb8al0i20ry76zl5i6p6jf9,Great Dragonfly Head,https://eldenring.fanapis.com/images/items/17f69a2fb8al0i20ry76zl5i6p6jf9.png,Head of a large dragonfly. Material used for crafting items. Long believed to have the ability to neutralize poisons.,Misc,Material used for crafting items,Found by hunting large dragonflies.
17f69cf6ad5l0i20s2sl4a9t0r9x5,Herba,https://eldenring.fanapis.com/images/items/17f69cf6ad5l0i20s2sl4a9t0r9x5.png,Evergreen leaves that give off a faith light. Material used for crafting items. This very common medicinal plant can be found in thickets and elsewhere.,Misc,Material used for crafting items,Found in thickets and elsewhere.
17f697e14d1l0i20s60u9p96fco7up,Hidden Plumage,,"Rarely-seen dark plumage found inside the wing. Material used for crafting items. Death's bearers were once said to have taken the form of birds, symbolized by these black feathers.",-,Material used for crafting items,
17f69dab742l0i20s67dnwox3ezoin,Human Bone Shard,https://eldenring.fanapis.com/images/items/17f69dab742l0i20s67dnwox3ezoin.png,Fragment of bone with dun mottling. Material used for crafting items. Found by hunting Those Who Live in Death.,-,Material used for crafting items,
17f69d3344dl0i20shwvr1yh8ak6b,Living Jar Shard,https://eldenring.fanapis.com/images/items/17f69d3344dl0i20shwvr1yh8ak6b.png,"A fragment of a living jar, hardened after its death. Material used for crafting items.",-,Material used for crafting items,
17f69786a0dl0i20spggpk96zw6ibw,Lump Of Flesh,https://eldenring.fanapis.com/images/items/17f69786a0dl0i20spggpk96zw6ibw.png,A lump of beast flesh filled with rich juices. Material used for crafting items. Found by hunting carnivorous beast. Meat suitable for a rustic feast.,Misc,Material used for crafting items,Found by hunting carnivorous beast.
17f69a07a1al0i20ss320opmzoy91l,Land Octopus Ovary,https://eldenring.fanapis.com/images/items/17f69a07a1al0i20ss320opmzoy91l.png,"Puffy, milky white ovary of a land octopus. Material used for crafting items. Land octopuses eat humans in order to bear young, and theirs is the blood that runs through these ovaries.",Misc,Material used for crafting items,Found by hunting octopuses.
17f69dc4ee4l0i20stjmv4ysnhcv4,Melted Mushroom,https://eldenring.fanapis.com/images/items/17f69dc4ee4l0i20stjmv4ysnhcv4.png,A mushroom that grows in the false night in and around the Eternal City. Material used for crafting items.,-,Material used for crafting items,
17f6980a33al0i20suxe6cfo440nal,Miquella's Lily,https://eldenring.fanapis.com/images/items/17f6980a33al0i20suxe6cfo440nal.png,A delicate water lily of unalloyed gold that has started to fade and wilt. Material used for crafting items. Exeedingly rare to find.,-,Material used for crafting items,
17f69834a0dl0i20t2fkqauq3bcpao,Miranda Powder,https://eldenring.fanapis.com/images/items/17f69834a0dl0i20t2fkqauq3bcpao.png,Pollen from a man-eating miranda flower. Material used for crafting items.,-,Material used for crafting items,
17f69ca09d3l0i20t8ikhdavucxz6k,Moon Egg,https://eldenring.fanapis.com/images/items/17f69ca09d3l0i20t8ikhdavucxz6k.png,Owl eggs that will never hatch. Material used for crafting items. Prized as a symbol of the most sublime slumber.,Misc,Material used for crafting items,Found by hunting owls.
17f69d4d11cl0i20tbrfcqa6e5d78g,Old Fang,https://eldenring.fanapis.com/images/items/17f69d4d11cl0i20tbrfcqa6e5d78g.png,A rarely-seen specimen of beast fang.,-,Material used for crafting items,
17f6964f00el0i20tppczbaoims4ml,Mushroom,https://eldenring.fanapis.com/images/items/17f6964f00el0i20tppczbaoims4ml.png,"A fungal growth that thrives in damp thickets and elsewhere. Material used for crafting items. Its thick, spongy flesh makes it a key component in throwing pots.",Misc,Material used for crafting items,Thrives in damp thickets and elsewhere.
17f69d82f11l0i20tuxkggd95d1j9,Perfume Bottle,https://eldenring.fanapis.com/images/items/17f69d82f11l0i20tuxkggd95d1j9.png,Glass bottles used by perfumers. Used to seal various scent compounds.,Key Item,Container required for crafting perfume items,
17f69b7b57fl0i20tzbiubv6jcq8jj,Poisonbloom,https://eldenring.fanapis.com/images/items/17f69b7b57fl0i20tzbiubv6jcq8jj.png,"Flower that grows in toxic terrain. Material used for crafting items. Poisonous, but may also provide the cure.",Misc,Material used for crafting items,Blooms in poisoned ground.
17f69e2024dl0i20u17bo0rakkxt4p,Nascent Butterfly,https://eldenring.fanapis.com/images/items/17f69e2024dl0i20u17bo0rakkxt4p.png,An arcane butterfly with translucent wings. Material used for crafting items. Exceedingly rare to find.,-,Material used for crafting items,
17f69b436a7l0i20u2559dhaojhyu7,Rimed Crystal Bud,https://eldenring.fanapis.com/images/items/17f69b436a7l0i20u2559dhaojhyu7.png,"A young plant, frozen into a crystal before it could mature. Material used for crafting items.",-,Material used for crafting items,
17f694ebbfcl0i20uefnopg180rzc,Rimed Rowa,https://eldenring.fanapis.com/images/items/17f694ebbfcl0i20uefnopg180rzc.png,"A berry-like fruit, thought to be the original strain of Rowa. Material used for crafting items. Found in frigid highlands.",-,Material used for crafting items,
17f698673d9l0i20un1lzoje9e4gk,Root Resin,https://eldenring.fanapis.com/images/items/17f698673d9l0i20un1lzoje9e4gk.png,"Resin secreted from the roots of the Great tree. Material used in crafting items. The roots of the Great tree drive far and wide through the earth of the Lands Between. They were once entwined with the roots of the Erdtree, or so they say.",Misc,Material used for crafting items,Secreted from the roots of the Greattree. Can also be found near trees on the surface.
17f699c789fl0i20upgftqx2gq1t6j,Rowa Fruit,https://eldenring.fanapis.com/images/items/17f699c789fl0i20upgftqx2gq1t6j.png,"Berry-like red fruits that grow in shrubs. Material used for crafting items. Easily found everywhere in the Lands Between, it is primarily used in preserved foods.",Misc,Material used for crafting items,Easily found everywhere in the Lands Between.
17f69d4a8f9l0i20uswjmcb0cvqoo,Ruin Fragment,https://eldenring.fanapis.com/images/items/17f69d4a8f9l0i20uswjmcb0cvqoo.png,"Stone fragment found near places where ruins have fallen from the sky. Can be used for crafting, or simply for throwing at enemies. These shards of stone are believed to have once been part of a temple in the sky. They glow with a faint light from within.",Str A Dex C,Material used for crafting items.,Str A Dex C
17f69bd34d8l0i20uudycdy9olwe3,Sacramental Bud,https://eldenring.fanapis.com/images/items/17f69bd34d8l0i20uudycdy9olwe3.png,An immature bud containing fresh blood. Material used for crafting items.,-,Material used for crafting items,
17f69c4120fl0i20v0co0r953ef5a,Sanctuary Stone,https://eldenring.fanapis.com/images/items/17f69c4120fl0i20v0co0r953ef5a.png,A rare piece of stone fragment found near places where ruins have fallen from the sky. Material used for crafting items.,-,Material used for crafting items,
17f69cce56dl0i20vh7gio2hcq6dd5,Slumbering Egg,https://eldenring.fanapis.com/images/items/17f69cce56dl0i20vh7gio2hcq6dd5.png,Owl eggs that will never hatch. Material used for crafting items.,-,Material used for crafting items,
17f699a6ce0l0i20vkg2lnygo0fg4x,Smoldering Butterfly,https://eldenring.fanapis.com/images/items/17f699a6ce0l0i20vkg2lnygo0fg4x.png,An eternally burning butterfly found near wildfires and elsewhere. Material used for crafting items. Serves as the kindling for a number of items.,Misc,Material used for crafting items,Found near wildfires and elsewhere.
17f69d2a7c6l0i20vpvqzkbel16l5d,String,https://eldenring.fanapis.com/images/items/17f69d2a7c6l0i20vpvqzkbel16l5d.png,"Boasting no special qualities, this is merely a goodly length of string.",Misc,Material used for crafting items,Often carried by demi-humans.
17f69b86430l0i20vrtchuof1ye82q,Silver Firefly,https://eldenring.fanapis.com/images/items/17f69b86430l0i20vrtchuof1ye82q.png,Firefly that gives off a silvery light. Material used in crafting items. Found near bodies of cold water untouched by sunlight. The light of fireflies is believed to have an alluring magic. Silver light is considered to invite riches.,Misc,Material used for crafting items,Found near cold waters untouched by sunlight.
17f69d3d30fl0i20vsmh310ariv4e,Sliver Of Meat,https://eldenring.fanapis.com/images/items/17f69d3d30fl0i20vsmh310ariv4e.png,A slice of thinly carved beast flesh. Material used for crating items. Found by hunting herbivorous beast. The dried meat toughens the constitution.,Misc,Material used for crafting items,Found by hunting herbivorous bests
17f698fe982l0i20w7mxzp4xobarr,Strip Of White Flesh,https://eldenring.fanapis.com/images/items/17f698fe982l0i20w7mxzp4xobarr.png,"Thin strips of flesh taken from a bloodless creature. Material used for crafting items. The dried meat toughens the constitution, boosting resistance. It's known for its long-lasting effect.",Misc,Material used for crafting items,Found by hunting creatures devoid of blood.
17f695a0052l0i20wco3s88dlvxzg8,Tarnished Golden Sunflower,https://eldenring.fanapis.com/images/items/17f695a0052l0i20wco3s88dlvxzg8.png,A large flower that blooms facing the Erdtree. Material used for crafting items. Found near Minor Erdtrees.,Misc,Material used for crafting items,Exceedingly rare to find
17f699334fdl0i20wh9sbxo4bhrft,Toxic Mushroom,https://eldenring.fanapis.com/images/items/17f699334fdl0i20wh9sbxo4bhrft.png,A mushroom covered in toxic mold that grows in rotten lands. Material used for crafting items.,-,Material used for crafting items,
17f6973636al0i20whzxvyxnan3jg,Trina's Lily,https://eldenring.fanapis.com/images/items/17f6973636al0i20whzxvyxnan3jg.png,"A pale purple water lily that is on the verge of wilting. Material used for crafting items. Exceedingly rare to find. A symbol of faith in St. Trina. Dulls the senses, preventing agitation.",Misc,Material used for crafting items,Exceedingly rare to find
17f695d12a2l0i20wj4zy22pjjmjug,Thin Beast Bones,https://eldenring.fanapis.com/images/items/17f695d12a2l0i20wj4zy22pjjmjug.png,"Thin, hard beast bones. Material used for crafting items. Found by hunting beasts.",Misc,Material used for crafting items,Found by hunting beasts.
17f698700d4l0i20wzka5xr5167mqc,Turtle Neck Meat,https://eldenring.fanapis.com/images/items/17f698700d4l0i20wzka5xr5167mqc.png,"A splendid, lengthy cut of turtle neck meat. Material used for crafting items. Turtle meat is said to boost virility, but none in the Lands Between seem to have much appetite for it these days. In Lands Between, the urge to reproduce has waned long ago.",Misc,Material used for crafting items,Found by hunting turtles.
17f69dedfe0l0i20x23pgfjuxqgfz,Volcanic Stone,https://eldenring.fanapis.com/images/items/17f69dedfe0l0i20x23pgfjuxqgfz.png,A smoldering rock containing hot gas.,-,Material used for crafting items,
17f69788047l0i20x6m9m704elzu8q,Yellow Ember,https://eldenring.fanapis.com/images/items/17f69788047l0i20x6m9m704elzu8q.png,An ember taken from an eye socket of a corpse. Material used for crafting items.,-,Material used for crafting items,
17f69641acfl0i20x74jhiu021r24,Hefty Beast Bone,https://eldenring.fanapis.com/images/items/17f69641acfl0i20x74jhiu021r24.png,"Thick, solid beast bones. Material used for crafting items. Found by hunting particularly large beasts. Commonly Used to make disposable weapons.",-,Material used for crafting items,
17f697d2225l0i20x95fjwgm1fay3b,Silver Tear Husk,https://eldenring.fanapis.com/images/items/17f697d2225l0i20x95fjwgm1fay3b.png,"A hardened husk shed by a formless life form known as the Silver Tear, found in and around the Eternal City. Material used for crafting items. The Silver Tear makes mockery of life, reborn again and again into imitation. Perhaps, one day, it will be reborn a lord...",-,Material used for crafting items,
17f69e1ba82l0i20xlrxcid1qo6ydb,Stormhawk Feather,https://eldenring.fanapis.com/images/items/17f69e1ba82l0i20xlrxcid1qo6ydb.png,"A feather from a hawk that lived as one with the storms. Material used for crafting items. These feathers, enveloped in swirling winds, are often used for arrow fletching.",-,Material used for crafting items,
